Exposure,pnum,pdia,bc,pm25,pm10,environment,minute
8,13994,93,6.812,62.3,42,Hyde Park,54
8,13602,96,1.638,66.1,40,Hyde Park,55
8,12568,99,6.274,64.9,40,Hyde Park,56
8,12731,107,3.46,60,42,Hyde Park,57
8,11778,109,4.755,63.6,39,Hyde Park,58
8,11606,106,8.691,62.5,41,Hyde Park,59
8,12397,103,1.381,57.2,38,Hyde Park,60
8,12143,104,8.201,60.6,39,Hyde Park,61
8,11187,107,1.164,63,41,Hyde Park,62
8,11545,106,8.089,58.7,39,Hyde Park,63
8,10882,109,6.66,58.4,38,Hyde Park,64
8,11515,106,6.972,62.3,39,Hyde Park,65
8,11700,106,3.027,63.7,40,Hyde Park,66
8,10733,112,5.112,58.4,39,Hyde Park,67
8,9845,122,4.53,55.5,37,Hyde Park,68
8,11184,115,7.262,57.9,38,Hyde Park,69
8,12461,110,1.262,65.1,43,Hyde Park,70
8,13950,99,14.727,61.4,41,Hyde Park,71
8,15274,91,1.237,61.4,41,Hyde Park,72
8,14750,95,4.646,61,41,Hyde Park,73
8,14416,95,7.276,59.8,39,Hyde Park,74
8,11998,100,6.97,60.5,38,Hyde Park,75
8,12023,98,4.723,57.6,38,Hyde Park,76
8,11890,102,3.415,62.6,37,Hyde Park,77
8,11483,102,4.265,55.9,38,Hyde Park,78
8,11859,103,4.26,54.9,38,Hyde Park,79
8,12795,96,3.388,58.7,37,Hyde Park,80
8,11033,104,6.096,55.1,37,Hyde Park,81
8,11827,109,4.942,58.4,40,Hyde Park,82
8,11332,105,4.686,55.5,37,Hyde Park,83
8,10488,111,5.737,55.4,39,Hyde Park,84
8,11314,107,4.835,58.9,40,Hyde Park,85
8,10599,108,1.512,53.1,36,Hyde Park,86
8,10510,112,5.145,56.3,37,Hyde Park,87
8,10897,113,4.339,58.9,43,Hyde Park,88
8,11892,110,5.442,60.8,40,Hyde Park,89
8,12751,102,3.496,58.5,39,Hyde Park,90
8,11474,109,5.103,59.3,39,Hyde Park,91
8,10740,109,2.7,58.7,37,Hyde Park,92
8,10833,105,6.567,57.8,39,Hyde Park,93
8,10919,103,5.993,58.1,37,Hyde Park,94
8,10788,107,2.466,60.6,37,Hyde Park,95
8,10549,108,3.923,59,40,Hyde Park,96
8,10600,104,3.38,56.3,37,Hyde Park,97
8,10202,103,2.615,55.6,35,Hyde Park,98
8,11003,103,4.233,56.8,36,Hyde Park,99
8,10787,102,4.276,60,36,Hyde Park,100
8,11752,102,4.318,56.7,39,Hyde Park,101
8,11590,102,5.8,58.6,37,Hyde Park,102
8,10880,104,2.697,56.3,35,Hyde Park,103
8,12017,98,3.937,56.3,37,Hyde Park,104
8,11845,99,6.346,55.7,39,Hyde Park,105
8,11046,104,1.207,55.8,35,Hyde Park,106
8,12356,99,7.234,56.3,38,Hyde Park,107
8,12072,98,4.874,52.3,37,Hyde Park,108
8,12636,101,3.66,56.5,36,Hyde Park,109
8,14172,94,4.785,56,40,Hyde Park,110
8,12589,99,3.587,56.3,39,Hyde Park,111
8,12977,103,4.77,61.5,38,Hyde Park,112
8,13061,101,2.933,55.1,37,Hyde Park,113
8,13337,97,5.571,57,37,Hyde Park,114
8,12987,99,5.84,61,36,Hyde Park,115
8,14325,92,2.557,56.8,38,Hyde Park,116
8,13865,93,5.38,62.5,38,Hyde Park,117
8,20492,91,4.058,58.4,39,Hyde Park,118
8,17981,82,7.228,62.2,38,Hyde Park,119
8,14871,86,5.619,57.7,38,Hyde Park,120
8,14054,92,4.034,56.2,40,Hyde Park,121
8,13995,92,5.291,58.5,40,Hyde Park,122
8,13977,94,5.124,62.5,38,Hyde Park,123
8,13661,96,2.205,56.9,39,Hyde Park,124
8,13196,98,5.326,59.8,38,Hyde Park,125
8,13113,100,7.023,60.1,41,Hyde Park,126
8,13072,105,2.685,59.9,38,Hyde Park,127
8,11545,115,3.386,57.8,37,Hyde Park,128
8,12692,108,6.14,57.2,39,Hyde Park,129
8,14316,100,4.169,59.3,40,Hyde Park,130
8,14972,95,3.617,60.2,38,Hyde Park,131
8,15167,92,4.717,61.9,39,Hyde Park,132
8,15353,90,6.406,60.2,40,Hyde Park,133
8,15526,89,4.136,64.6,42,Hyde Park,134
8,14836,94,NULL,65.4,38,Hyde Park,135
8,14157,100,NULL,62.1,41,Hyde Park,136
8,15553,95,NULL,64.4,39,Hyde Park,137
8,14687,97,NULL,61.2,40,Hyde Park,138
8,13700,101,NULL,60,39,Hyde Park,139
8,15446,95,NULL,60.2,39,Hyde Park,140
8,16916,90,NULL,67.3,38,Hyde Park,141
8,16551,88,NULL,60.4,41,Hyde Park,142
8,14963,96,NULL,59.9,39,Hyde Park,143
8,14121,101,NULL,64.4,39,Hyde Park,144
8,14330,100,NULL,60.2,38,Hyde Park,145
8,17272,92,NULL,61.5,40,Hyde Park,146
8,16207,86,NULL,61.2,39,Hyde Park,147
8,13841,93,NULL,59,37,Hyde Park,148
8,14548,97,NULL,61.5,38,Hyde Park,149
8,15035,100,NULL,63.4,38,Hyde Park,150
8,18578,100,NULL,62.5,47,Hyde Park,151
8,17687,92,NULL,57.7,39,Hyde Park,152
8,15044,91,NULL,59.2,38,Hyde Park,153
8,18898,89,NULL,61.2,39,Hyde Park,154
8,23414,81,NULL,55.2,40,Hyde Park,155
8,22584,79,NULL,60.4,37,Hyde Park,156
8,39213,73,NULL,64.2,41,Hyde Park,157
8,69934,66,NULL,63.9,45,Hyde Park,158
8,49078,62,NULL,69.8,46,Hyde Park,159
8,50264,63,NULL,67.7,45,Hyde Park,160
8,32159,64,NULL,70.9,47,Hyde Park,161
8,57441,61,NULL,98.2,61,Hyde Park,162
8,52610,58,NULL,78.8,50,Hyde Park,163
8,39619,59,NULL,72.6,45,Hyde Park,164
8,38158,59,NULL,64.3,43,Hyde Park,165
8,30544,58,NULL,63.9,44,Hyde Park,166
8,34904,61,NULL,90.4,63,Hyde Park,167
8,34079,67,NULL,91.5,62,Hyde Park,168
8,29352,73,NULL,91.8,67,Hyde Park,169
8,25577,71,NULL,99.7,61,Hyde Park,170
8,23992,78,NULL,92.8,68,Hyde Park,171
8,22315,85,NULL,95,69,Hyde Park,172
8,24078,89,20.303,268.3,90,Underground Return,1
8,29944,84,33.576,322.5,101,Underground Return,2
8,26466,86,43.857,418.2,107,Underground Return,3
8,21977,90,42.885,383.9,122,Underground Return,4
8,21717,95,52.405,395.9,130,Underground Return,5
8,20665,101,49.951,456.8,139,Underground Return,6
8,19438,98,51.835,382.9,122,Underground Return,7
8,20955,90,49.216,424,134,Underground Return,8
8,24602,90,54.027,452.7,147,Underground Return,9
8,23023,92,56.599,311.5,128,Underground Return,10
8,37165,84,NULL,73,49,V,1
8,27508,88,NULL,72.2,46,V,2
8,20674,85,NULL,60.8,40,V,3
8,28965,85,NULL,68,44,V,4
8,24321,88,NULL,68,43,V,5
8,16668,89,NULL,36.2,26,V,6
8,10217,88,NULL,21.8,17,V,7
8,5949,93,NULL,16.3,12,V,8
8,5392,103,NULL,15.5,12,V,9
8,5003,114,NULL,17.3,,V,10
8,4533,119,NULL,16.6,,V,11
9,1535,57,2.776,4.2,6,Underground Out,1
9,2156,53,3.196,6.6,10,Underground Out,2
9,3306,54,34.922,276.6,94,Underground Out,3
9,3273,60,38.217,220.5,68,Underground Out,4
9,2831,64,33.365,186,58,Underground Out,5
9,2310,68,61.468,393.4,120,Underground Out,6
9,2183,72,78.208,446.2,122,Underground Out,7
9,2607,71,69.204,457.1,115,Underground Out,8
9,2302,71,82.033,453.5,118,Underground Out,9
9,2609,70,66.743,351.6,93,Underground Out,10
9,2232,74,48.911,253.3,76,Underground Out,11
9,2171,71,42.913,258.8,79,Underground Out,12
9,2146,71,53.001,306.1,98,Underground Out,13
9,1717,75,60.436,324.3,100,Underground Out,14
9,1341,73,67.82,368,113,Underground Out,15
9,918,79,61.831,368,104,Underground Out,16
9,765,79,46.314,300.6,74,Underground Out,17
9,2117,75,35.247,180.5,68,Underground Out,18
9,1223,69,46.937,315.2,91,Underground Out,19
9,1163,68,27.499,39,20,Hyde Park,1
9,1401,67,6.496,7.2,5,Hyde Park,2
9,1138,69,4.994,6,14,Hyde Park,3
9,3614,65,2.607,15,4,Hyde Park,4
9,1410,58,1.231,1.8,4,Hyde Park,5
9,1177,52,1.284,1.2,4,Hyde Park,6
9,1654,50,1.729,2.4,3,Hyde Park,7
9,1369,53,1.298,1.8,4,Hyde Park,8
9,2052,50,1.046,1.2,3,Hyde Park,9
9,1236,50,0.71,0.6,2,Hyde Park,10
9,1437,50,2.081,0.6,3,Hyde Park,11
9,1495,47,0.687,1.2,3,Hyde Park,12
9,890,48,1.084,0.6,3,Hyde Park,13
9,1289,49,1.28,1.2,3,Hyde Park,14
9,897,52,1.527,0.6,3,Hyde Park,15
9,1115,52,1.185,0.6,3,Hyde Park,16
9,1336,49,1.968,0.6,2,Hyde Park,17
9,1479,47,1.959,0,3,Hyde Park,18
9,1191,50,1.82,0.6,2,Hyde Park,19
9,1403,50,2.058,0,2,Hyde Park,20
9,1226,50,1.923,3,7,Hyde Park,21
9,1313,53,3.295,3,6,Hyde Park,22
9,1245,59,2.094,10.8,4,Hyde Park,23
9,1302,57,2.068,4.2,4,Hyde Park,24
9,1451,53,1.592,9.6,3,Hyde Park,25
9,1878,53,1.55,4.2,3,Hyde Park,26
9,524,50,1.619,3.6,6,Hyde Park,27
9,1426,46,1.584,3.6,2,Hyde Park,28
9,1183,42,1.579,4.2,2,Hyde Park,29
9,898,39,1.415,2.4,3,Hyde Park,30
9,771,37,1.318,3.6,2,Hyde Park,31
9,1538,39,0.984,18.6,17,Hyde Park,32
9,1576,40,1.503,15,9,Hyde Park,33
9,1559,40,1.064,7.8,4,Hyde Park,34
9,2018,40,1.083,7.2,4,Hyde Park,35
9,965,41,0.888,6,3,Hyde Park,36
9,1924,40,0.787,4.8,3,Hyde Park,37
9,1718,42,1.232,5.4,4,Hyde Park,38
9,1235,43,1.305,4.8,3,Hyde Park,39
9,1241,45,1.214,5.4,2,Hyde Park,40
9,1885,45,1.121,4.8,3,Hyde Park,41
9,1257,46,1.132,4.8,3,Hyde Park,42
9,1480,46,1.542,5.4,3,Hyde Park,43
9,1749,48,1.456,4.8,3,Hyde Park,44
9,1491,46,1.362,0.6,2,Hyde Park,45
9,1527,47,1.114,0.6,3,Hyde Park,46
9,1689,49,1.441,1.8,2,Hyde Park,47
9,1010,49,1.311,0.6,3,Hyde Park,48
9,2129,51,1.153,0.6,3,Hyde Park,49
9,1114,54,1.21,0.6,2,Hyde Park,50
9,1214,54,1.204,0.6,2,Hyde Park,51
9,1226,49,0.057,1.2,3,Hyde Park,52
9,1239,45,1.667,1.8,3,Hyde Park,53
9,820,47,1.599,0.6,4,Hyde Park,54
9,1720,48,2.281,2.4,4,Hyde Park,55
9,1354,47,1.7,1.2,4,Hyde Park,56
9,1332,47,1.178,1.8,3,Hyde Park,57
9,2261,44,0.906,1.8,3,Hyde Park,58
9,548,42,1.201,1.8,4,Hyde Park,59
9,1030,44,1.029,3,3,Hyde Park,60
9,1053,45,1.629,3,4,Hyde Park,61
9,509,45,2.009,2.4,4,Hyde Park,62
9,1578,43,1.291,4.2,4,Hyde Park,63
9,1727,41,1.983,3,5,Hyde Park,64
9,1026,40,1.631,3,4,Hyde Park,65
9,1808,38,2.035,2.4,3,Hyde Park,66
9,3205,35,11.93,1.2,3,Hyde Park,67
9,3197,32,1.87,1.8,3,Hyde Park,68
9,1702,33,1.527,1.2,3,Hyde Park,69
9,1960,33,1.724,1.2,3,Hyde Park,70
9,992,35,1.554,2.4,2,Hyde Park,71
9,717,37,1.757,0.6,3,Hyde Park,72
9,1936,36,1.716,0.6,3,Hyde Park,73
9,2465,33,1.834,1.2,3,Hyde Park,74
9,2481,36,1.695,0.6,3,Hyde Park,75
9,2778,34,1.619,1.2,2,Hyde Park,76
9,1704,36,1.208,0.6,2,Hyde Park,77
9,903,37,1.454,1.2,2,Hyde Park,78
9,1474,37,1.794,0.6,3,Hyde Park,79
9,1559,36,1.609,0.6,2,Hyde Park,80
9,2477,37,1.79,0.6,2,Hyde Park,81
9,2740,36,1.469,0.6,2,Hyde Park,82
9,2346,35,0.949,0.6,3,Hyde Park,83
9,1612,36,1.228,0,3,Hyde Park,84
9,1801,36,1.46,0.6,4,Hyde Park,85
9,1899,36,1.019,1.8,2,Hyde Park,86
9,2888,34,1.312,0.6,2,Hyde Park,87
9,1291,33,1.57,0.6,2,Hyde Park,88
9,685,32,1.184,0.6,3,Hyde Park,89
9,3005,31,8.092,9,13,Hyde Park,90
9,3377,33,15.432,18,10,Hyde Park,91
9,4045,37,10.91,13.8,9,Hyde Park,92
9,2617,41,10.753,12,10,Hyde Park,93
9,3022,44,12.513,18.6,15,Hyde Park,94
9,3097,43,17.252,17.4,12,Hyde Park,95
9,2605,40,9.278,7.8,6,Hyde Park,96
9,4446,41,4.521,3.6,5,Hyde Park,97
9,4733,42,4.06,4.8,5,Hyde Park,98
9,4301,42,2.848,1.2,4,Hyde Park,99
9,3332,46,2.184,1.2,4,Hyde Park,100
9,3396,47,2.154,1.8,3,Hyde Park,101
9,2811,44,1.749,1.8,3,Hyde Park,102
9,2421,47,1.543,1.2,3,Hyde Park,103
9,2071,47,1.85,1.2,3,Hyde Park,104
9,2341,48,1.785,1.2,4,Hyde Park,105
9,2783,44,1.781,2.4,4,Hyde Park,106
9,2320,43,1.943,2.4,4,Hyde Park,107
9,3874,43,3.826,3.6,6,Hyde Park,108
9,1236,43,3.237,4.2,4,Hyde Park,109
9,1553,45,1.997,1.8,4,Hyde Park,110
9,1690,49,1.531,1.8,4,Hyde Park,111
9,2950,50,1.887,1.8,5,Hyde Park,112
9,1825,55,1.503,1.8,3,Hyde Park,113
9,2040,54,1.178,1.2,4,Hyde Park,114
9,1623,57,1.66,3,4,Hyde Park,115
9,2150,55,1.46,1.8,4,Hyde Park,116
9,2727,52,1.811,1.8,5,Hyde Park,117
9,2317,54,2.587,4.2,7,Hyde Park,118
9,2123,58,2.969,4.8,5,Hyde Park,119
9,2007,60,1.673,3.6,6,Hyde Park,120
9,2059,61,3.111,4.2,5,Hyde Park,121
9,2313,64,1.729,3,5,Hyde Park,122
9,2586,58,1.393,2.4,4,Hyde Park,123
9,2169,58,0.925,0.6,3,Hyde Park,124
9,2471,58,1.179,3,5,Hyde Park,125
9,3107,56,2.251,5.4,6,Hyde Park,126
9,2371,57,1.423,0.6,4,Hyde Park,127
9,1464,59,1.395,3,4,Hyde Park,128
9,973,59,1.063,1.8,3,Hyde Park,129
9,1451,56,0.532,0.6,3,Hyde Park,130
9,1589,54,0.313,2.4,2,Hyde Park,131
9,1563,52,0.618,0.6,2,Hyde Park,132
9,1424,48,1.228,1.2,3,Hyde Park,133
9,1951,52,1.179,0.6,3,Hyde Park,134
9,1890,48,0.658,0,2,Hyde Park,135
9,1905,43,1.156,1.2,2,Hyde Park,136
9,1823,43,0.997,0.6,2,Hyde Park,137
9,1108,48,1.138,0.6,3,Hyde Park,138
9,1706,48,1.433,0.6,3,Hyde Park,139
9,1191,48,1.359,0.6,3,Hyde Park,140
9,1218,48,1.472,0.6,2,Hyde Park,141
9,1740,48,1.459,0.6,2,Hyde Park,142
9,1597,44,1.567,0.6,3,Hyde Park,143
9,1999,47,1.535,0.6,3,Hyde Park,144
9,1635,47,1.548,0.6,2,Hyde Park,145
9,946,49,1.376,0.6,2,Hyde Park,146
9,1163,48,1.21,0.6,2,Hyde Park,147
9,991,47,1.13,1.2,2,Hyde Park,148
9,1712,48,1.54,1.2,2,Hyde Park,149
9,2614,47,1.056,0,2,Hyde Park,150
9,1272,45,1.126,1.2,2,Hyde Park,151
9,2042,43,1.353,0.6,2,Hyde Park,152
9,2091,40,1.075,0.6,2,Hyde Park,153
9,2307,37,1.347,0.6,2,Hyde Park,154
9,1887,40,1.11,0.6,2,Hyde Park,155
9,1054,42,1.34,0.6,2,Hyde Park,156
9,814,42,0.997,0.6,2,Hyde Park,157
9,1314,39,1.347,0,2,Hyde Park,158
9,1294,37,1.675,0.6,2,Hyde Park,159
9,1819,36,0.884,0,1,Hyde Park,160
9,2103,33,1.15,0,2,Hyde Park,161
9,1619,32,1.102,0.6,2,Hyde Park,162
9,2243,36,1.548,1.2,2,Hyde Park,163
9,1782,35,1.528,0,2,Hyde Park,164
9,1457,33,1.506,1.2,2,Hyde Park,165
9,3078,33,1.781,0.6,3,Hyde Park,166
9,3790,30,5.999,1.2,2,Hyde Park,167
9,4466,31,6.94,2.4,3,Hyde Park,168
9,3404,33,3.168,0,2,Hyde Park,169
9,1781,32,3.02,1.2,2,Hyde Park,170
9,4307,33,2.861,1.2,4,Hyde Park,171
9,6898,32,11.337,5.4,8,Hyde Park,172
9,7340,33,5.986,10.2,14,Hyde Park,173
9,4706,35,3.336,5.4,5,Hyde Park,174
9,3008,38,0.83,0.6,3,Hyde Park,175
9,3086,39,1.385,1.2,3,Hyde Park,176
9,2693,40,1.843,7.2,13,Hyde Park,177
9,2315,41,6.988,18.6,16,Hyde Park,178
9,2309,40,10.925,26.4,15,Hyde Park,179
9,2468,39,4.542,7.8,12,Hyde Park,180
9,2337,43,11.743,41.2,30,Underground Return,1
9,2933,47,22.515,108.5,38,Underground Return,2
9,4661,49,24.928,115.8,47,Underground Return,3
9,4387,51,32.036,215.9,64,Underground Return,4
9,5318,51,43.647,283.3,85,Underground Return,5
9,4110,49,43.967,256,80,Underground Return,6
9,2860,53,53.202,325.1,105,Underground Return,7
9,1390,56,49.628,272.3,83,Underground Return,8
9,1133,54,48.596,317.8,105,Underground Return,9
9,1467,51,58.9,339.7,86,Underground Return,10
9,1372,51,35.095,72.6,55,V,1
9,1764,54,9.366,10.8,4,V,2
9,1397,56,1.137,1.8,4,V,3
9,1693,61,2.425,2.4,3,V,4
9,2291,59,3.622,3.6,5,V,5
9,2503,55,2.234,12,10,V,6
9,2154,53,2.707,8.4,6,V,7
9,1691,51,1.745,4.8,5,V,8
9,1768,47,4.005,2.4,4,V,9
9,1532,49,1.103,1.2,2,V,10
9,1743,50,0.355,0.6,0,V,11
9,1869,51,0.135,0.6,0,V,12
9,2375,50,1.22,,1,V,13
9,3299,50,-0.204,,,V,14
10,11526,69,4.97,,,Underground Out,1
10,14538,74,27.827,,,Underground Out,2
10,12678,82,43.614,,,Underground Out,3
10,14273,87,36.22,,,Underground Out,4
10,16980,94,59.513,,,Underground Out,5
10,15664,101,73.925,,,Underground Out,6
10,13981,104,69.025,,,Underground Out,7
10,13246,112,61.433,,,Underground Out,8
10,13210,114,61.459,,,Underground Out,9
10,12389,116,62.442,,,Underground Out,10
10,13441,111,62.953,,,Underground Out,11
10,14860,103,62.189,,,Underground Out,12
10,12885,101,66.4,,,Underground Out,13
10,12760,93,31.519,,,Underground Out,14
10,22618,88,62.931,,,Underground Out,15
10,19469,80,33.892,,,Underground Out,16
10,21103,74,6.661,,,Underground Out,17
10,29612,71,20.466,,,Underground Out,18
10,22422,65,13.603,,,Underground Out,19
10,18326,63,10.061,,,Underground Out,20
10,15027,65,10.075,,,Underground Out,21
10,16073,63,5.834,,,Underground Out,22
10,28927,64,22.738,67.6,,Underground Out,23
10,17694,68,16.921,39,23,Oxford Street,1
10,12569,67,11.842,31.2,18,Oxford Street,2
10,20941,68,9.905,27.6,15,Oxford Street,3
10,13980,68,12.081,33,20,Oxford Street,4
10,14723,66,6.285,24,16,Oxford Street,5
10,19192,63,9.235,27,19,Oxford Street,6
10,12428,67,9.837,26.4,17,Oxford Street,7
10,19316,64,5.543,23.4,14,Oxford Street,8
10,19694,65,11.774,28.2,16,Oxford Street,9
10,16321,70,15.164,26.4,18,Oxford Street,10
10,16987,66,9.637,25.8,15,Oxford Street,11
10,26006,63,13.147,27.6,16,Oxford Street,12
10,12966,58,12.153,27,15,Oxford Street,13
10,34138,54,5.31,18,11,Oxford Street,14
10,31821,52,8.829,19.8,12,Oxford Street,15
10,19504,50,17.119,27.6,16,Oxford Street,16
10,31192,48,12.087,26.4,14,Oxford Street,17
10,54746,45,20.875,35.4,20,Oxford Street,18
10,26386,47,18.636,30,18,Oxford Street,19
10,40883,50,22.592,31.8,18,Oxford Street,20
10,25601,53,24.067,32.4,19,Oxford Street,21
10,29499,52,27.086,36.6,20,Oxford Street,22
10,24045,53,37.05,30,17,Oxford Street,23
10,20636,57,9.899,28.2,16,Oxford Street,24
10,18887,59,17.195,25.8,14,Oxford Street,25
10,26263,56,10.606,20.4,11,Oxford Street,26
10,39798,55,21.531,30,18,Oxford Street,27
10,44963,55,22.924,36,18,Oxford Street,28
10,44916,53,28.406,40.2,21,Oxford Street,29
10,23798,55,21.67,32.4,19,Oxford Street,30
10,26353,55,12.431,25.8,16,Oxford Street,31
10,37046,53,17.825,30,18,Oxford Street,32
10,33913,57,27.886,37.8,22,Oxford Street,33
10,24389,58,17.659,25.8,16,Oxford Street,34
10,33568,58,23.103,25.8,15,Oxford Street,35
10,51477,55,31.835,24.6,14,Oxford Street,36
10,45716,56,29.332,35.4,19,Oxford Street,37
10,20125,57,27.119,39.6,28,Oxford Street,38
10,45534,60,10.084,19.2,11,Oxford Street,39
10,77663,55,33.242,27.6,16,Oxford Street,40
10,31797,54,39.406,44.4,27,Oxford Street,41
10,48341,55,23.455,27,13,Oxford Street,42
10,43103,52,35.264,37.8,20,Oxford Street,43
10,23458,52,20.835,29.4,18,Oxford Street,44
10,17283,50,13.199,21.6,15,Oxford Street,45
10,53836,53,7.304,20.4,11,Oxford Street,46
10,28484,53,46.664,41.4,24,Oxford Street,47
10,37970,56,33.691,27,14,Oxford Street,48
10,25810,59,25.049,29.4,16,Oxford Street,49
10,15957,59,17.708,34.8,15,Oxford Street,50
10,10528,61,3.494,25.2,14,Oxford Street,51
10,14546,59,3.279,12.6,7,Oxford Street,52
10,20613,57,9.139,22.2,12,Oxford Street,53
10,15489,57,10.431,19.2,10,Oxford Street,54
10,16340,56,9.608,18.6,11,Oxford Street,55
10,22274,55,7.885,20.4,12,Oxford Street,56
10,33944,55,16.154,36,18,Oxford Street,57
10,55832,53,15.585,28.8,16,Oxford Street,58
10,26250,56,9.229,25.8,14,Oxford Street,59
10,26965,57,7.711,25.2,15,Oxford Street,60
10,23257,54,10.603,22.8,12,Oxford Street,61
10,50412,50,7.166,16.2,9,Oxford Street,62
10,16423,48,24.34,27,16,Oxford Street,63
10,41822,49,9.371,13.8,7,Oxford Street,64
10,25304,53,25.066,25.8,14,Oxford Street,65
10,15853,58,15.948,22.2,11,Oxford Street,66
10,8907,61,5.385,15.6,9,Oxford Street,67
10,9310,61,22.319,21.6,12,Oxford Street,68
10,10281,57,2.98,10.8,7,Oxford Street,69
10,17142,52,5.277,13.8,8,Oxford Street,70
10,16249,51,7.143,12,7,Oxford Street,71
10,28029,49,7.03,16.8,10,Oxford Street,72
10,27121,48,8.022,21.6,13,Oxford Street,73
10,17744,47,9.91,19.8,13,Oxford Street,74
10,35046,45,6.649,14.4,8,Oxford Street,75
10,45375,44,19.436,21,12,Oxford Street,76
10,35305,43,17.945,22.8,12,Oxford Street,77
10,19961,46,4.093,17.4,10,Oxford Street,78
10,20503,50,5.709,19.8,10,Oxford Street,79
10,19868,52,4.77,18.6,12,Oxford Street,80
10,104320,51,4.95,17.4,10,Oxford Street,81
10,23458,50,9.205,24,14,Oxford Street,82
10,17351,52,8.807,20.4,10,Oxford Street,83
10,31208,52,7.415,18.6,10,Oxford Street,84
10,31698,52,23.249,27.6,14,Oxford Street,85
10,26824,54,16.061,22.8,13,Oxford Street,86
10,44093,54,19.581,24.6,15,Oxford Street,87
10,65516,49,23.903,28.8,16,Oxford Street,88
10,32014,47,23.468,27,14,Oxford Street,89
10,28454,52,20.354,30.6,17,Oxford Street,90
10,23395,55,17.057,32.4,18,Oxford Street,91
10,26408,54,12.113,21,12,Oxford Street,92
10,24366,52,14.601,21,11,Oxford Street,93
10,23272,52,13.094,25.8,14,Oxford Street,94
10,28973,52,9.812,20.4,11,Oxford Street,95
10,23336,52,19.452,35.4,18,Oxford Street,96
10,22259,52,13.474,24,13,Oxford Street,97
10,15370,54,19.021,25.2,15,Oxford Street,98
10,42630,52,18.961,17.4,8,Oxford Street,99
10,24711,49,29.708,31.8,17,Oxford Street,100
10,39413,49,12.441,19.2,10,Oxford Street,101
10,19864,47,18.796,21,10,Oxford Street,102
10,26913,46,11.701,15,8,Oxford Street,103
10,41988,42,8.062,14.4,8,Oxford Street,104
10,22289,41,11.977,18,9,Oxford Street,105
10,39963,39,17.417,16.8,9,Oxford Street,106
10,30410,37,19.093,18.6,9,Oxford Street,107
10,29939,37,11.705,12.6,7,Oxford Street,108
10,18425,41,7.199,12.6,6,Oxford Street,109
10,30687,43,7.725,14.4,7,Oxford Street,110
10,66536,43,8.121,38.4,18,Oxford Street,111
10,25341,43,21.57,27,17,Oxford Street,112
10,34159,42,6.324,15.6,9,Oxford Street,113
10,25881,43,10.487,18,10,Oxford Street,114
10,46636,42,8.358,282.6,162,Oxford Street,115
10,16395,42,3.018,19.8,12,Oxford Street,116
10,35947,41,2.958,18.6,8,Oxford Street,117
10,33706,39,7.213,22.8,13,Oxford Street,118
10,41145,39,9.586,24.6,13,Oxford Street,119
10,34446,42,12.109,25.2,14,Oxford Street,120
10,12865,43,5.613,15.6,8,Oxford Street,121
10,12109,47,2.418,8.4,5,Oxford Street,122
10,13334,50,3.425,11.4,7,Oxford Street,123
10,21425,48,11.567,13.8,7,Oxford Street,124
10,20738,49,7.495,16.8,10,Oxford Street,125
10,46124,47,12.443,27,14,Oxford Street,126
10,23059,44,10.338,24,16,Oxford Street,127
10,29824,44,12.007,16.2,9,Oxford Street,128
10,30664,45,15.926,19.8,15,Oxford Street,129
10,30284,49,9.997,24,15,Oxford Street,130
10,26253,53,19.234,22.2,12,Oxford Street,131
10,17809,51,8.849,18.6,10,Oxford Street,132
10,17201,49,8.641,13.8,7,Oxford Street,133
10,26383,49,11.528,15,8,Oxford Street,134
10,25185,48,7.918,13.8,7,Oxford Street,135
10,42612,47,7.96,13.2,7,Oxford Street,136
10,19875,46,7.271,17.4,11,Oxford Street,137
10,26632,45,9.414,19.8,12,Oxford Street,138
10,20392,43,6.778,15,9,Oxford Street,139
10,24009,44,20.271,22.2,11,Oxford Street,140
10,28195,47,10.799,20.4,11,Oxford Street,141
10,23488,46,12.668,15,8,Oxford Street,142
10,43540,45,14.988,15,8,Oxford Street,143
10,21153,47,15.414,21,14,Oxford Street,144
10,22825,49,10.291,20.4,11,Oxford Street,145
10,24854,48,9.127,15.6,9,Oxford Street,146
10,48938,48,45.021,31.8,17,Oxford Street,147
10,17204,46,5.752,18,11,Oxford Street,148
10,19619,50,8.114,15,8,Oxford Street,149
10,34649,49,15.474,21,10,Oxford Street,150
10,19148,51,14.485,19.8,13,Oxford Street,151
10,11187,54,6.366,14.4,9,Oxford Street,152
10,12161,50,2.667,12,7,Oxford Street,153
10,39035,50,12.033,20.4,11,Oxford Street,154
10,32795,49,12.637,21,11,Oxford Street,155
10,31812,48,19.189,25.2,15,Oxford Street,156
10,24253,48,4.161,55.5,13,Underground Return,1
10,17421,51,10.695,99.2,25,Underground Return,2
10,30112,52,31.211,188.4,45,Underground Return,3
10,22889,55,46.075,334,97,Underground Return,4
10,18273,61,47.052,359.5,102,Underground Return,5
10,13838,64,41.458,334.6,101,Underground Return,6
10,12142,71,33.368,332.7,84,Underground Return,7
10,14438,71,35.037,330.9,95,Underground Return,8
10,16056,70,37.815,343.7,92,Underground Return,9
10,18543,65,43.544,325.5,94,Underground Return,10
10,20266,64,44.518,309.1,108,Underground Return,11
10,19709,66,61.699,376.4,118,Underground Return,12
10,15468,72,52.694,361.9,104,Underground Return,13
10,25274,71,28.533,241.7,68,Underground Return,14
